Customer Number,Company,Address1,Address2,Address3,City,State,PostalCode,Phone,Route,Branch,Route Code
WCC06-61757  ,STOP N SAVE #107                        ,2507 SOUTH KING RD                     ,                                        ,,SAN JOSE            ,CA             ,95123,(408) 270-1753,2900,545,
WCC06-61813  ,5 STAR GAS - AA CORP                    ,1216 HILLSIDE BLVD                      ,                                        ,,DALY CITY           ,CA             ,94014,(650) 267-0523,2900,545,
WCC14-140189 ,HMP #2                                  ,1800 NE 78TH                            ,                                        ,,VANCOUVER           ,WA             ,98665,,2900,545,
WCC14-140200 ,CAPITOL MART                            ,223 HIGH ST                             ,                                        ,,OREGON CITY         ,OR             ,97045,,2900,545,
WCC14-150138 ,WOOD VILLAGE MARKET & DELI              ,23830 NE HALSEY ST                      ,                                        ,,PORTLAND            ,OR             ,97220,(503) 473-1860,2900,545,
WCC14-150338 ,SKYLIGHT GAS                            ,28210 SE ORIENT DRIVE                   ,                                        ,,GRESHAM             ,OR             ,97080,,2900,545,
WCC14-150346 ,THOUSAND TRAILS BEND/SUNRIVER           ,17480 S CENTURY DRIVE                   ,                                        ,,BEND                ,OR             ,97707,(541) 593-8494,2900,545,
WCC14-5376   ,McPEIR STORE                            ,600 NW NAITO PARKWAY                    ,                                        ,,PORTLAND            ,OR             ,97209,(503) 997-2516,2900,545,
WCC14-5513   ,CHEVRON - DELTA PARK                    ,9950 N WHITAKER RD                      ,                                        ,,PORTLAND            ,OR             ,97217,(503) 914-9479,2900,545,
WCC16-160001 ,SCOTTS MILL STORE                       ,340 GRAND VIEW STORE                    ,                                        ,,SCOTTS MILL         ,OR             ,97381,(503) 873-5926,2900,545,
WCC16-160107 ,NOOKIES BISTRO                          ,125 N 1ST ST                            ,                                        ,,HERMISTON           ,OR             ,97838,(541) 289-7415,2900,545,
WCC16-160111 ,SHELL - FLETCHERS                       ,940 HWY 7                               ,                                        ,,BAKER CITY          ,OR             ,97814,(541) 403-4265,2900,545,
WCC16-160119 ,SHELL - ON THE WAY MARKET               ,275 SE BASELINE ST                     ,                                        ,,HILLSBORO           ,OR             ,97123,(503) 596-2077,2900,545,
WCC21-210007 ,PLAID PANTRY #7                         ,2075 SW 1ST                             ,                                        ,,PORTLAND            ,OR             ,97201,(503) 224-5687,2900,545,
WCC06-61820  ,CENTRAL GAS - STOCKTON                  ,3440 E MAIN ST                         ,                                        ,,STOCKTON            ,CA             ,95205,(209) 479-5922,2900,545,
WCC06-61831  ,CENTRAL GAS - WATERLOO                  ,2328 WATERLOO RD                       ,                                        ,,STOCKTON            ,CA             ,95205,(650) 686-1057,2900,545,
WCC06-61833  ,A & A GAS - MANTECA                     ,1330 E MANTECA                         ,                                        ,,MANTECA             ,CA             ,95336,(925) 890-8305,2900,545,
WCC06-61841  ,CENTRAL GAS - CHEVRON #708              ,708 WEST F ST                           ,                                        ,,OAKDALE             ,CA             ,95361,(650) 267-0523,2900,545,
WCC16-160008 ,KING CITY TRUCK STOP - MAIN             ,2100 E HILLSBORO                       ,                                        ,,PASCO               ,WA             ,99301,(509) 547-3475,2900,545,
WCC16-160009 ,ARROWHEAD TRUCK STOP                    ,72485 HWY 331                           ,                                        ,,PENDLETON           ,OR             ,97801,(541) 276-8080,2900,545,
WCC16-160037 ,HEPNER HIGH SCHOOL                      ,710 NW MORGAN ST                        ,                                        ,,HEPNER              ,OR             ,97836,(541) 676-9138,2900,545,
WCC16-160044 ,HELLO MARKET                            ,1917 19TH ST                           ,                                        ,,FOREST GROVE        ,OR             ,97116,(503) 357-6579,2900,545,
WCC16-160046 ,GLENWOOD PARK STORE                     ,57975 NW WILSON RIVER HWY               ,                                        ,,BANKS               ,OR             ,97117,(503) 357-5867,2900,545,
WCC16-160061 ,PIK A POP #15                           ,1802 E NOB HILL ST                    ,                                        ,,YAKIMA              ,WA             ,98901,(509) 457-9078,2900,545,
WCC16-160062 ,PIK A POP #14                           ,3602 TIETON DR                         ,                                        ,,YAKIMA              ,WA             ,98901,(509) 457-9078,2900,545,
WCC16-160065 ,FIESTA FOODS                            ,2010 YAKIMA VALLEY HWY #1               ,                                        ,,SUNNYSIDE           ,WA             ,98944,(509) 836-2257,2900,545,
WCC21-210014 ,PLAID PANTRY #14                        ,13875 SW FARMINGTON RD                  ,                                        ,,BEAVERTON           ,OR             ,97005,(503) 646-9568,2900,545,
WCC21-210015 ,PLAID PANTRY #15                        ,12775 SE WALKER RD                      ,                                        ,,BEAVERTON           ,OR             ,97005,(503) 643-2330,2900,545,
WCC21-210020 ,PLAID PANTRY #20                        ,2436 19TH AVE                           ,                                        ,,FOREST GROVE        ,OR             ,97116,(503) 357-4747,2900,545,
WCC21-210025 ,PLAID PANTRY #25                        ,89 N 10TH AVE                           ,                                        ,,CORNELIUS           ,OR             ,97113,(503) 357-4712,2900,545,
WCC16-160069 ,PIK A POP #16                           ,202 S 5TH ST                            ,                                        ,,YAKIMA              ,WA             ,98902,(509) 308-8949,2900,545,
WCC16-160076 ,AHTANUM GENERAL STORE                   ,8301 AHTANUM RD                         ,                                        ,,YAKIMA              ,WA             ,98903,(509) 965-3360,2900,545,
WCC16-160085 ,TOWN GROCERY                            ,2036 S MONROE ST                        ,                                        ,,MILWAUKIE           ,OR             ,97222,(503) 652-0803,2900,545,
WCC16-160089 ,SHORT STOP GROCERY                      ,560 N 5TH ST                            ,                                        ,,TOLEDO              ,WA             ,98591,(360) 864-2211,2900,545,
WCC16-160102 ,PETRICH STORE                           ,23915 SW SCHOLLS FERRY RD               ,                                        ,,HILLSBORO           ,OR             ,97123,(503) 628-1626,2900,545,
WCC16-160114 ,C & D DRIVE-IN                          ,103 N MAIN ST                         ,                                        ,,BOARDMAN            ,OR             ,97818,(541) 481-3399,2900,545,
WCC16-160118 ,IN & OUT GROCERY                        ,1513 TIETON DRIVE                       ,                                        ,,YAKIMA              ,               ,98903,(509) 452-2385,2900,545,
WCC16-160120 ,OBIE'S EXPRESS                          ,540 S HWY 395                           ,                                        ,,HERMISTON           ,OR             ,97838,(541) 567-7300,2900,545,
WCC06-61843  ,MERCED MART - CHASE INC.                ,1411 V ST                               ,                                        ,,MERCED              ,CA             ,95340,(209) 722-1676,2900,545,
WCC06-61854  ,GOLDEN STATE FOOD & LIQUOR              ,1859 MARKET ST                          ,                                        ,,SAN FRANCISCO       ,CA             ,94103,(510) 867-9279,2900,545,
WCC06-61862  ,DIAMOND GAS & FOOD MART - YOSEMITE AVE  ,824 E YOSEMITE AVE                     ,                                        ,,MANTECA             ,CA             ,95336,(510) 305-0787,2900,545,
WCC06-61866  ,DIAMOND GAS & MART - FIRST ST           ,1120 N FIRST ST                         ,                                        ,,SAN JOSE            ,CA             ,95127,(408) 292-1668,2900,545,
WCC21-210035 ,PLAID PANTRY #35                        ,2983 SE BELMONT                         ,                                        ,,PORTLAND            ,OR             ,97214,(503) 235-3037,2900,545,
WCC21-210043 ,PLAID PANTRY #43                        ,3105 RIVER RD SE                        ,                                        ,,SALEM               ,OR             ,97303,(503) 588-1713,2900,545,
WCC21-210046 ,PLAID PANTRY #46                        ,1911 BAKER STREET                       ,                                        ,,MCMINNVILLE         ,OR             ,97126,(503) 472-2606,2900,545,
WCC21-210066 ,PLAID PANTRY #66                        ,7350 SE 12TH                            ,                                        ,,PORTLAND            ,OR             ,97214,(503) 235-9214,2900,545,
WCC06-61870  ,ANABI OIL - LODI #68152                 ,401 W KETTLEMAN LANE                   ,                                        ,,LODI                ,CA             ,95240,(916) 300-2114,2900,545,
WCC06-61874  ,FAMILY MARKET                           ,7475 BANCROFT AVE                       ,                                        ,,OAKLAND             ,CA             ,94605,(510) 203-9890,2900,545,
WCC06-91042  ,MISC CUSTOMER                           ,2368 RESEARCH DR                        ,                                        ,,LIVERMORE           ,CA             ,94551,(530) 821-0262,2900,545,
WCC06-91207  ,ARCO - RICHMOND                         ,5001 CUTTING BLVD                      ,                                        ,,RICHMOND            ,CA             ,94804,(510) 232-1496,2900,545,
WCC21-210008 ,PLAID PANTRY #8                         ,10255 NE GLISAN                         ,                                        ,,PORTLAND            ,OR             ,97220,(503) 252-4539,2900,545,
WCC21-210009 ,PLAID PANTRY #9                         ,5412 SE WOODSTOCK                       ,                                        ,,PORTLAND            ,OR             ,97206,(503) 771-4125,2900,545,
WCC21-210013 ,PLAID PANTRY #13                        ,1305 SW 11TH & JEFFERSON                ,                                        ,,PORTLAND            ,OR             ,97205,(503) 224-5069,2900,545,
WCC21-210036 ,PLAID PANTRY #36                        ,4030 SE 39TH                            ,                                        ,,PORTLAND            ,OR             ,97202,(503) 774-3812,2900,545,
WCC21-210067 ,PLAID PANTRY #67                        ,984 SW BASELINE                         ,                                        ,,HILLSBORO           ,OR             ,97123,(503) 640-8443,2900,545,
WCC21-210075 ,PLAID PANTRY #75                        ,950 SE MILL                             ,                                        ,,PORTLAND            ,OR             ,97201,(503) 222-3734,2900,545,
WCC21-210081 ,PLAID PANTRY #81                        ,6480 SE FOSTER                          ,                                        ,,PORTLAND            ,OR             ,97206,(503) 771-3860,2900,545,
WCC21-210084 ,PLAID PANTRY #84                        ,1715 NE 16TH                            ,                                        ,,PORTLAND            ,OR             ,97212,(503) 284-3090,2900,545,
WCC21-210088 ,PLAID PANTRY #88                        ,6630 SE GLISAN                          ,                                        ,,PORTLAND            ,OR             ,97213,(503) 254-0963,2900,545,
WCC21-210094 ,PLAID PANTRY #94                        ,13541 S REDLAND RD                      ,                                        ,,OREGON CITY         ,OR             ,97045,(503) 657-9235,2900,545,
WCC21-210099 ,PLAID PANTRY #99                        ,1340 NW THATCHER RD                     ,                                        ,,FOREST GROVE        ,OR             ,97116,(503) 357-4315,2900,545,
WCC21-210108 ,PLAID PANTRY #108                       ,915 SW GIBBS                            ,                                        ,,PORTLAND            ,OR             ,97201,(503) 227-2831,2900,545,
WCC21-210115 ,PLAID PANTRY #115                       ,1465 N HAYDEN ISLAND DR                 ,                                        ,,PORTLAND            ,OR             ,97217,(503) 285-5576,2900,545,
WCC21-210119 ,PLAID PANTRY #119                       ,2730 N LOMBARD                          ,                                        ,,PORTLAND            ,OR             ,97217,(503) 285-7434,2900,545,
WCC21-210121 ,PLAID PANTRY #121                       ,38260 PIONEER RD                        ,                                        ,,SANDY               ,OR             ,97055,(503) 668-6642,2900,545,
WCC21-210125 ,PLAID PANTRY #125                       ,11150 SE DIVISION                       ,                                        ,,PORTLAND            ,OR             ,97266,(503) 254-5077,2900,545,
WCC21-210129 ,PLAID PANTRY #129                       ,29890 TOWN CENTER LOOP W                ,                                        ,,WILSONVILLE         ,OR             ,97070,(503) 682-1477,2900,545,
WCC21-210131 ,PLAID PANTRY #131                       ,2730 NE GLISAN                          ,                                        ,,PORTLAND            ,OR             ,97232,(503) 235-0632,2900,545,
WCC21-210135 ,PLAID PANTRY #135                       ,3330 SE POWELL BLVD                     ,                                        ,,PORTLAND            ,OR             ,97202,(503) 236-2291,2900,545,
WCC07-150408 ,CENTRAL MARKET                          ,750 HOPKINS RD                          ,                                        ,,CENTRAL POINT       ,OR             ,97502,(541) 664-1774,2900,545,
WCC07-21098  ,RAYS FOOD PLACE #5 - ROGUE RIVER        ,506 MAIN STREET                         ,                                        ,,ROGUE RIVER         ,OR             ,97537,(541) 582-0772,2900,545,
WCC07-25503  ,RAYS FOOD PLACE #82 - TALENT            ,215 E WAGNER ST                         ,                                        ,,TALENT              ,OR             ,97540,(541) 535-2613,2900,545,
WCC07-25517  ,C&K MARKET - MAIN OFFICE                ,850 O'HARE PARKWAY                      ,                                        ,,MEDFORD             ,OR             ,97504,,2900,545,
WCC21-210100 ,PLAID PANTRY #100                       ,7210 SE MILWAUKIE & KNAPP               ,                                        ,,PORTLAND            ,OR             ,97202,(503) 231-2721,2900,545,
WCC21-210112 ,PLAID PANTRY #112                       ,1002 W FOURTH PLAIN                     ,                                        ,,VANCOUVER           ,WA             ,98660,(360) 695-1114,2900,545,
WCC21-210113 ,PLAID PANTRY #113                       ,13521 SE POWELL BLVD                    ,                                        ,,PORTLAND            ,OR             ,97236,(503) 761-7405,2900,545,
WCC21-210142 ,PLAID PANTRY #142                       ,1346 LELAND RD                          ,                                        ,,OREGON CITY         ,OR             ,97045,(503) 650-0610,2900,545,
WCC21-210157 ,PLAID PANTRY #157                       ,7144 KILLINGSWORTH                      ,                                        ,,PORTLAND            ,OR             ,97218,(503) 252-3640,2900,545,
WCC21-210162 ,PLAID PANTRY #162                       ,1817 SE SKYLINE                         ,                                        ,,PORTLAND            ,OR             ,97221,(503) 228-5708,2900,545,
WCC21-210163 ,PLAID PANTRY #163                       ,930 E POWELL                            ,                                        ,,GRESHAM             ,OR             ,97030,(503) 666-7124,2900,545,
WCC07-25520  ,QUINES CREEK GAS                        ,194 RANCHERO RD                         ,                                        ,,GLENDALE            ,OR             ,97442,(541) 837-3709,2900,545,
WCC07-25556  ,MINUTE MARKET #6                        ,1690 SISKIYOU BLVD                      ,                                        ,,ASHLAND             ,OR             ,97520,(541) 488-6490,2900,545,
WCC07-25558  ,MINUTE MARKET #8                        ,407 NORTH MAIN STREET                   ,                                        ,,PHOENIX             ,OR             ,97535,(541) 535-2323,2900,545,
WCC07-25559  ,MINUTE MARKET #2                        ,2608 EAST BARNETT ROAD                  ,                                        ,,MEDFORD             ,OR             ,97504,(541) 779-5649,2900,545,
WCC21-210171 ,PLAID PANTRY #171                       ,14090 NE SANDY                          ,                                        ,,PORTLAND            ,OR             ,97230,(503) 253-0530,2900,545,
WCC21-210176 ,PLAID PANTRY #176                       ,3875 SE 170TH                           ,                                        ,,ALOHA               ,OR             ,97007,(503) 591-1954,2900,545,
WCC21-210206 ,PLAID PANTRY #206                       ,20375 SW BASELINE                       ,                                        ,,ALOHA               ,OR             ,97006,(503) 629-0740,2900,545,
WCC21-210219 ,PLAID PANTRY #219                       ,5801 SE TV HWY                          ,                                        ,,HILLSBORO           ,OR             ,97213,-,2900,545,
WCC07-25561  ,MINUTE MARKET C-LAKE                    ,836 CRATER LAKE AVENUE                  ,                                        ,,MEDFORD             ,OR             ,97501,(541) 772-5435,2900,545,
WCC07-25562  ,OK. MARKET                              ,1202 NORTH RIVERSIDE AVENUE             ,                                        ,,MEDFORD             ,OR             ,97501,(541) 973-2850,2900,545,
WCC07-25564  ,KLA MO YA CASINO SLEEP INN              ,34333 US-97                             ,                                        ,,CHILOQUIN           ,OR             ,97624,(541) 891-8250,2900,545,
WCC09-190026 ,STOP AND SAVE SUPERETTE                 ,1078 S WRIGHT RD                        ,                                        ,,SANTA ROSA          ,CA             ,95407,(707) 291-3600,2900,545,
WCC21-210122 ,PLAID PANTRY #122                       ,9917 SW CANYON RD                       ,                                        ,,PORTLAND            ,OR             ,97225,(503) 292-9236,2900,545,
WCC21-210123 ,PLAID PANTRY #123                       ,6010 NE HALSEY                          ,                                        ,,PORTLAND            ,OR             ,97213,(503) 281-2721,2900,545,
WCC21-210132 ,PLAID PANTRY #132                       ,590 W POWELL BLVD                       ,                                        ,,GRESHAM             ,OR             ,97030,(503) 667-3389,2900,545,
WCC21-210137 ,PLAID PANTRY #137                       ,246 W HISTORIC COLUMBIA RIVER HWY       ,                                        ,,TROUTDALE           ,OR             ,97060,(503) 665-8248,2900,545,
WCC21-210229 ,PLAID PANTRY #229                       ,6220 NE SANDY                           ,                                        ,,PORTLAND            ,OR             ,97213,,2900,545,
WCC21-210306 ,PLAID PANTRY #306                       ,18001 BOTHELL HWY SE                    ,                                        ,,BOTHELL             ,WA             ,98012,(425) 487-3794,2900,545,
WCC23-110353 ,JOE'S DONUT & ESPRESSO                  ,39230 SE PIONEER BLVD                   ,                                        ,,SANDY               ,OR             ,97055,(503) 668-7215,2900,545,
WCC09-190093 ,ESPARTO GRAB N GO                       ,16814 FREMONT ST                        ,                                        ,,ESPARTO             ,CA             ,95627,(530) 787-4624,2900,545,
WCC09-510107 ,STRINGS ITALIAN CAFE                    ,322 W MINOR ST                         ,                                        ,,YREKA               ,CA             ,96097,(530) 842-7704,2900,545,
WCC09-61377  ,5 STAR - LINCOLN                        ,101 LINCOLN ROAD WEST                   ,                                        ,,VALLEJO             ,CA             ,94590,(707) 644-1344,2900,545,
WCC09-61391  ,CHEVRON - 24/7 GAS & SERVICE CO         ,701 MENDOCINO AVE                       ,                                        ,,SANTA ROSA          ,CA             ,95401,(707) 568-7760,2900,545,
WCC23-230002 ,OREGON TRAIL COUNCIL - CAMP BAKER       ,5262 BOY SCOUT RD                       ,                                        ,,FLORENCE            ,OR             ,97439,(541) 997-3526,2900,545,
WCC23-230008 ,GEPPETTO'S RESTURANT                    ,616 LANCASTER NE                        ,                                        ,,SALEM               ,OR             ,97301,(503) 378-1271,2900,545,
WCC23-230009 ,ALPHA GAMMA DELTA                       ,360 NW 26TH ST                          ,                                        ,,CORVALLIS           ,OR             ,97330,(541) 752-7335,2900,545,
WCC23-230010 ,RODEO STEAKHOUSE                        ,1200 NW GARDEN VALLEY BLVD              ,                                        ,,ROSEBURG            ,OR             ,97471,(541) 440-3760,2900,545,
WCC21-210181 ,PLAID PANTRY #181                       ,10117 SE SUNNYSIDE ROAD #A              ,                                        ,,CLACKAMAS           ,OR             ,97015,(503) 659-6258,2900,545,
WCC21-210204 ,PLAID PANTRY #204                       ,17790 SE PIKINGTON                      ,                                        ,,LAKE OSWEGO         ,OR             ,97034,(503) 635-3112,2900,545,
WCC21-210205 ,PLAID PANTRY #205                       ,20925 SE TUALATIN VALLEY HIGHWAY        ,                                        ,,BEAVERTON           ,OR             ,97006,(503) 642-5256,2900,545,
WCC21-210210 ,PLAID PANTRY #210                       ,3175 NW GLENCOE RD SUITE A              ,                                        ,,HILLSBORO           ,OR             ,97124,(503) 640-4766,2900,545,
WCC21-210213 ,PLAID PANTRY #213                       ,4477 SW LAKEVIEW BLVD                   ,                                        ,,LAKE OSWEGO         ,OR             ,97035,(503) 699-7099,2900,545,
WCC21-210217 ,PLAID PANTRY #217                       ,11010 SE FOSTER ROAD                    ,                                        ,,PORTLAND            ,OR             ,97266,(503) 762-7220,2900,545,
WCC21-210218 ,PLAID PANTRY #218                       ,514 WASHINGTON STREET                   ,                                        ,,VANCOUVER           ,WA             ,98660,(360) 567-1737,2900,545,
WCC09-91116  ,FAST TRAK                               ,1675 HWY 99                             ,                                        ,,GRIDLEY             ,CA             ,95948,(530) 846-3767,2900,545,
WCC09-95349  ,COUNTRY MARKET                          ,5235 HAPPY VALLEY ROAD                  ,                                        ,,ANDERSON            ,CA             ,96007,(530) 357-3830,2900,545,
WCC09-95367  ,CIRCLE 6 #2                             ,1810 ETHAN WAY                          ,                                        ,,SACRAMENTO          ,CA             ,95815,(916) 920-4786,2900,545,
WCC09-95387  ,VALERO - SHASTA ST. - REDDING OIL       ,1220 SHASTA STREET                      ,                                        ,,REDDING             ,CA             ,96001,(530) 246-7322,2900,545,
WCC21-210220 ,PLAID PANTRY #220                       ,3318 NE SANDY                           ,                                        ,,PORTLAND            ,OR             ,97232,,2900,545,
WCC21-210228 ,PLAID PANTRY #228                       ,1533 SW BROADWAY C-4                    ,                                        ,,PORTLAND            ,OR             ,97201,,2900,545,
WCC21-210230 ,PLAID PANTRY #230                       ,1705 SE 122ND AVE                       ,                                        ,,PORTLAND            ,OR             ,97223,,2900,545,
WCC21-210232 ,PLAID PANTRY #232                       ,16155 NW CORNELL RD                     ,                                        ,,BEAVERTON           ,OR             ,97030,,2900,545,
WCC21-210301 ,PLAID PANTRY #301                       ,1000 50TH ST NE                         ,                                        ,,SEATTLE             ,WA             ,98105,(206) 526-9369,2900,545,
WCC23-110020 ,IDANHA COUNTRY STORE                    ,183 NE SANTIAM HWY                      ,                                        ,,IDANHA              ,OR             ,97350,(503) 854-3354,2900,545,
WCC23-150186 ,DETROIT MARKET                          ,100 DETROIT AVE                         ,                                        ,,DETROIT             ,OR             ,97452,(503) 854-3767,2900,545,
WCC23-230011 ,RODEO STEAK HOUSE                       ,1001 N BAYSHORE DR                      ,                                        ,,COOS BAY            ,OR             ,97420,(541) 808-0644,2900,545,
WCC23-230015 ,DORY COVE RESTAURANT                    ,2981 SW HWY 101                         ,                                        ,,LINCOLN CITY        ,OR             ,97369,(541) 992-5070,2900,545,
WCC23-230021 ,R-RANCH POA                             ,16416 HORNBROOK RD                      ,                                        ,,HORNBROOK           ,CA             ,96044,(541) 247-7233,2900,545,
WCC23-230025 ,WOODBURN DRAG STRIP                     ,7730 HWY 219 CONCESSION STAND #2        ,                                        ,,WOODBURN            ,OR             ,97071,(503) 951-1500,2900,545,
WCC23-230031 ,SENSATIONAL SWEETS                      ,155 ALTA VISTA STE E                    ,                                        ,,EAGLE POINT         ,OR             ,97524,(541) 826-5622,2900,545,
WCC23-230035 ,BLACK DIAMOND BAR & GRILL               ,423 E MAIN ST                           ,                                        ,,MONMOUTH            ,OR             ,97361,(503) 837-1400,2900,545,
WCC23-230048 ,COUNTRYSIDE PIZZA                       ,645 RIVER RD                            ,                                        ,,EUGENE              ,OR             ,97404,(541) 463-7632,2900,545,
WCC23-230062 ,SMITH'S BAYFRONT MARKET                 ,325 S BROADWAY ST                      ,                                        ,,COOS BAY            ,OR             ,97720,(54) 126-7740,2900,545,
WCC23-230071 ,BUCKET BRIGADE                          ,8012 SE POWELL BLVD                     ,                                        ,,PORTLAND            ,OR             ,97206,(503) 774-8953,2900,545,
WCC23-230073 ,FINN ROCK GRILL                         ,50660 MCKENZIE HWY                      ,                                        ,,VIDA                ,OR             ,97448,,2900,545,
WCC23-230074 ,PIZZAMORE                               ,2212 SANTIAM HWY                        ,                                        ,,ALBANY              ,OR             ,97322,(503) 508-3355,2900,545,
WCC23-230080 ,SANDPINES GOLF LINKS                    ,1201 35TH ST                            ,                                        ,,FLORENCE            ,OR             ,97439,,2900,545,
WCC23-230096 ,LAKESIDE HIGHWAY RESTAURANT             ,670 HWY 101                             ,                                        ,,ROCKAWAY            ,OR             ,97136,(503) 355-8300,2900,545,
WCC23-230105 ,QUALITY INN HOTEL                       ,9727 NE SANDY BLVD                      ,                                        ,,PORTLAND            ,OR             ,97220,(503) 255-1404,2900,545,
WCC23-230111 ,LA FUENTE TAQUERIA & RESTAURANT         ,12198 SW MAIN ST                        ,                                        ,,TIGARD              ,OR             ,97223,(503) 639-3653,2900,545,
WCC23-230113 ,CAFE 22                                 ,5152 SALEM DALLAS HWY NW                ,                                        ,,SALEM               ,OR             ,97304,(503) 363-4643,2900,545,
WCC23-230117 ,GOLDEN GRILL                            ,2325 FAIRGROUNDS RD NE                 ,                                        ,,SALEM               ,OR             ,97317,(503) 339-7610,2900,545,
WCC23-230123 ,TURN HERE BAR AND GRILL                 ,7620 3RD ST                             ,                                        ,,TURNER              ,OR             ,97392,(503) 851-8182,2900,545,
WCC23-230126 ,BUCKEROO DELI                           ,214 N MOLALLA AVE                       ,                                        ,,MOLALLA             ,OR             ,97038,(503) 600-0212,2900,545,
WCC23-230131 ,DOWNIES CAFE                            ,9350 5TH STREET                         ,                                        ,,BAY CITY            ,OR             ,97107,(503) 377-2220,2900,545,
WCC23-230133 ,BAKERS DOZEN                            ,1670 HILL ST SE                        ,                                        ,,ALBANY              ,OR             ,97322,(541) 570-2164,2900,545,
WCC23-230013 ,BREWED AWAKENINGS                       ,2122 HWY 62                             ,                                        ,,SHADY COVE          ,OR             ,97539,(541) 878-0971,2900,545,
WCC23-230014 ,WHISKY RIVER RANCH RESTAURANT           ,4740 MAIN ST                            ,                                        ,,SPRINGFIELD         ,OR             ,97478,(541) 744-1594,2900,545,
WCC23-230017 ,UNDERDOG SPORTS BAR                     ,4435 LIBERTY RD S                       ,                                        ,,SALEM               ,OR             ,97302,(503) 586-0245,2900,545,
WCC23-230020 ,COUGAR LANE STORE AND LODGE             ,4219 AGNESS ROAD                        ,                                        ,,AGNESS              ,OR             ,97406,(541) 247-7233,2900,545,
WCC51-510002 ,SPEEDEE MART #102                       ,569 E SAHARA                            ,                                        ,,LAS VEGAS           ,NV             ,89104,(702) 866-2444,2900,545,
WCC51-510003 ,SPEEDEE MART #103                       ,75 S GIBSON                             ,                                        ,,HENDERSON           ,NV             ,89012,(702) 568-7880,2900,545,
WCC51-510015 ,SPEEDEE MART #115                       ,10490 S DECATUR BLVD                    ,                                        ,,LAS VEGAS           ,NV             ,89141,(702) 212-0735,2900,545,
WCC51-510019 ,SPEEDEE MART #119                       ,3480 S HUALAPAI WAY                     ,                                        ,,LAS VEGAS           ,NV             ,89117,(702) 869-1480,2900,545,
WCC09-95424  ,CHEVRON - ARDEN EASTERN                 ,4231 ARDEN WAY                          ,                                        ,,SACRAMENTO          ,CA             ,94561,(916) 487-4204,2900,545,
WCC09-95432  ,BONFARE #34                             ,3100 BROADWAY                           ,                                        ,,SACRAMENTO          ,CA             ,95817,(916) 455-9637,2900,545,
WCC09-95437  ,76 - DORSET                             ,170 DORSET DR                          ,                                        ,,DIXON               ,CA             ,95620,(707) 693-2960,2900,545,
WCC51-510063 ,SPEEDEE MART #123                       ,390 E SILVERADO RANCH BLVD            ,                                        ,,LAS VEGAS           ,NV             ,89123,,2900,545,
WCC51-510068 ,SPEEDEE MART #126                       ,6625 SPEEDWAY BLVD                      ,                                        ,,LAS VEGAS           ,NV             ,89165,(702) 450-2726,2900,545,
WCC51-515151 ,MISC CUSTOMER                           ,6625 S VALLEYVIEW BLVD ST #324          ,                                        ,,LAS VEGAS           ,NV             ,89118,,2900,545,
WCC53-530000 ,MISC CUSTOMER                           ,5716 AVALANCHE DR                       ,                                        ,,RENO                ,NV             ,89443,(775) 527-6204,2900,545,
WCC09-95465  ,CHEVRON - CAL EXPO                      ,2000 ARDEN WAY                          ,                                        ,,SACRAMENTO          ,CA             ,95825,(916) 927-2477,2900,545,
WCC09-95477  ,SHELL - CAMERON PARK                    ,3405 COACH LANE                         ,                                        ,,SHINGLE SPRINGS     ,CA             ,95682,(707) 718-1967,2900,545,
WCC09-95488  ,TOOLEY OIL - TRUXEL RD (WATER FILTER)   ,3721 TRUXEL RD                          ,                                        ,,SACRAMENTO          ,CA             ,95833,(916) 928-9645,2900,545,
WCC09-95495  ,WOODLAND GAS PLAZA                      ,454 NORTH EAST ST                       ,                                        ,,WOODLAND            ,CA             ,95776,(530) 662-0623,2900,545,
WCC23-230030 ,TRIANGLE LAKE SCHOOL                    ,20264 BLACHLY GRANGE RD                 ,                                        ,,BLACHLY             ,OR             ,97412,(541) 925-3262,2900,545,
WCC23-230034 ,THE SHACK BAR & GRILL                   ,2865 LIBERTY ST NE                      ,                                        ,,SALEM               ,OR             ,97303,(503) 399-8282,2900,545,
WCC23-230037 ,PIZZA KING                              ,231 LYONS ST SE                         ,                                        ,,ALBANY              ,OR             ,97321,(541) 926-9469,2900,545,
WCC23-230045 ,PAPA'S PIZZA #3                         ,4011 MAIN ST                            ,                                        ,,SPRINGFIELD         ,OR             ,97478,(541) 726-0306,2900,545,
WCC09-95506  ,LAND PARK GAS                           ,4000 S LAND PARK                        ,                                        ,,SACRAMENTO          ,CA             ,95822,(916) 453-0737,2900,545,
WCC09-95543  ,KAMIR INC                               ,3074 CAMINO HEIGHTS DR                  ,                                        ,,CAMINO              ,CA             ,95709,(530) 647-2442,2900,545,
WCC09-95569  ,SACRAMENTO 49ERS TRAVEL PLAZA           ,2828 EL CENTRO ROAD                     ,                                        ,,SACRAMENTO          ,CA             ,95833,(916) 927-4774,2900,545,
WCC09-95584  ,BRIDGE ST GAS & MART                    ,248 BRIDGE ST                           ,                                        ,,YUBA CITY           ,CA             ,95991,(530) 923-2358,2900,545,
WCC23-230051 ,PAPA'S PIZZA #1                         ,1700 W 11TH AVE                         ,                                        ,,EUGENE              ,OR             ,97402,(541) 485-5555,2900,545,
